Species,Sexual dominance,Romantic dominance,Social dominance
wolf,-1,1,0
otherdog,0,0,0
wolf; domesticcat,-1,-1,-1
wolf,-2,-1,-1
wolf; anthro,0,2,2
domesticcat; otherfeline; anthro,0,0,0
rabbit,0,0,-1
wolf,-1,-2,0
tiger; otherbear; other; lemur; hyaena,0,-1,1
domesticcat; anthro,2,0,0
wolf,-2,-2,1
dragon; anthro,0,1,0
wolf,0,0,-1
rabbit,1,0,0
dinosaur; anthro,0,0,-1
redpanda,-1,-1,-1
redfox; otherdog; anthro,1,1,1
otherfox; anthro; feral,0,-1,
redfox; otherfox; anthro,-2,1,2
otherdog,1,0,0
husky,1,-1,1
other; other,1,0,-1
redfox,-2,-1,-1
husky,-1,-1,-1
domesticcat,-2,-1,0
lion; anthro; feral; polymorphic,1,0,-1
other,0,0,0
cheetah; feral,0,-2,1
fennec,0,0,0
redfox; anthro,0,0,0
othercanine; dragon; otherbear; feral,-1,0,1
lizard,-1,-1,-1
otherfox,-2,0,0
wolf; anthro,1,1,0
kitsune; polymorphic,1,0,1
leopard,0,0,-1
coyote,1,0,-2
lizard,1,0,0
husky,-1,0,0
coyote,-2,0,2
dragon,1,0,-1
domesticcat; other,0,0,0
redfox,-2,-1,1
wolf; kitsune; coyote; domesticcat; dragon; rat; rabbit; hyaena; polymorphic; other,1,-1,2
othermustelid; feral,0,0,-1
deer; anthro,-1,1,-1
otherdog,2,1,1
wolf,0,0,-1
wolf; dragon,-1,-1,-2
wolf; otherdog,-2,0,1
domesticcat; dragon,0,0,0
riverotter,1,0,2
riverotter; seaotter,-2,0,-1
wolf,1,0,1
dinosaur; anthro; feral,0,-1,0
wolf,-2,-1,-2
horse; anthro; feral,1,-1,0
otherungulate; other,0,-1,1
raccoon; anthro; other,0,-1,1
other,0,0,1
tiger,0,-1,-1
other,1,-1,0
wolf,-1,-2,-2
wolf,-2,-1,-1
fennec,-2,-2,-1
othercanine,0,0,0
other; other,1,-1,2
germanshepherd,0,0,0
wolf,0,0,-1
dragon; horse; other,-1,0,
redfox,-2,0,-1
arcticfox; coyote,-1,-2,0
husky,0,-1,-1
other,-1,-1,1
redfox; anthro; polymorphic,-1,0,0
arcticfox,-1,1,0
wolf,0,-1,-1
hyaena,-1,-2,-2
riverotter; anthro,-2,-1,0
snowleopard,0,-2,1
rabbit,0,0,0
domesticcat; anthro; feral,1,-1,-2
redfox; anthro,0,-1,0
wolf; anthro,-1,-1,-2
anthro; feral; other,1,1,0
redfox,0,0,-2
deer; anthro; feral,0,0,-1
domesticcat,1,1,0
redfox,-2,0,-1
other,-1,-1,1
anthro; other,-1,-1,0
othercanine,-2,-1,0
raptor; anthro,-1,0,1
other,-1,-1,0
kitsune; otherfox; dragon; anthro; other,0,-1,-1
other,0,0,0
badger,-2,0,0
redfox; domesticcat,-1,-1,-1
wolf; anthro,-1,1,-2
rabbit,1,-1,0
anthro; other,-2,-2,-2
dragon,-1,1,0
domesticcat,-2,-1,-1
otherdog; anthro,1,0,-1
wolf,1,0,1
wolf,1,0,1
otherfeline; anthro; feral,-2,1,2
horse,0,0,-1
redfox,-1,-1,-2
wolf,-2,0,-1
otherfox; jackal; tiger; cheetah,-1,1,1
wolf,0,0,0
redfox,-2,-1,2
other,-1,0,1
greyfox,-1,0,-2
other,,,1
domesticcat,-1,0,-2
wolf,-1,1,0
wolf; tiger; anthro,0,0,1
dragon; other,-2,0,2
lion,-2,-2,0
other,0,0,0
wolf; redfox,1,0,1
otherfox; cougar; riverotter; pandabear; rabbit; lemur; anthro; feral,0,-1,0
domesticcat; raccoon; anthro,-2,-2,-1
otherfox; dragon,-1,-1,-2
dragon; feral,0,-1,-1
domesticcat,-2,-1,0
dragon,0,0,-1
collie; otherdog,1,0,1
rabbit,1,-2,2
lion; anthro,-1,1,-1
tiger; anthro,-1,-1,0
wolf; deer; anthro; feral,-1,1,0
bat,1,0,-1
wolf; tiger; raptor; anthro,0,-2,-1
wolf,-2,-1,-1
domesticcat; anthro,0,0,-1
jackal,-1,-1,-2
husky,-2,-2,-2
husky,1,0,1
domesticcat,-2,-1,-1
domesticcat; dinosaur,1,1,-1
snowleopard,-1,-1,1
wolf,,1,0
other,-1,-1,-1
domesticcat,0,0,0
other,-2,0,-2
kitsune; otherfeline,-2,-1,1
other,-2,-1,-2
cheetah; griffin; feral,-1,0,0
kitsune; other,0,0,0
dragon; dinosaur,-1,-1,-2
husky,0,-1,1
other,-1,-1,-2
lion,0,-2,1
otherfox; dragon; anthro,0,-2,1
hyaena,0,0,-2
otherreptile; other,0,1,-2
tiger; grizzlybear,-1,2,1
otherdog,1,1,1
wolf; coyote,-1,-1,1
wolf; redfox; anthro,-1,-1,-1
other,2,1,1
tiger,-1,-1,-1
otherdog; anthro,-1,-1,-1
tiger; anthro,-2,-1,1
wolf,-1,0,-1
wolf,-1,0,0
fennec,-1,1,0
wolf; tiger; other,-2,-2,2
snowleopard,1,-1,0
redfox; kitsune,-2,-1,-1
wolf; germanshepherd,1,-1,1
collie,2,-2,2
wolf,0,0,-1
raccoon,0,1,-1
hyaena; anthro,-1,0,-1
dragon; rabbit,-2,-1,0
wolf,1,0,0
arcticfox,1,2,1
lizard; otherreptile; anthro,0,-1,-1
cheetah; riverotter,-1,1,0
tiger,-2,1,-1
wolf; fennec; anthro,0,0,0
grizzlybear,-2,-1,0
wolf,-1,-1,0
badger,0,1,-1
otherfeline; other,-1,-2,1
otherfox; anthro,-1,1,-1
redfox,0,1,-1
other,-2,-2,-1
coyote,0,0,0
riverotter,-2,0,-1
bat; anthro,0,-2,0
kangaroo,0,1,1
other,-2,-2,0
wolf; husky,-1,0,1
tiger,-1,-1,-1
weasel; anthro,,,0
arcticfox,-2,0,-1
germanshepherd,0,-2,-2
other,0,0,0
jackal; anthro,2,1,0
dragon,0,0,0
other,-2,1,0
otherdog,-2,-1,0
raptor,1,0,-1
otherbird; feral,1,-2,-1
wolf; redfox; anthro,-1,0,-2
wolf; otherdog,-1,0,-2
raven,0,0,1
wolf,-1,-2,-2
redfox,-2,1,0
otherdog; anthro,-1,-2,0
greyfox; anthro,-1,-2,-2
wolf; anthro,1,0,2
redfox; raccoon,-1,0,-1
raptor; anthro; feral; polymorphic,0,0,-1
bat; other,1,0,-1
domesticcat,-2,-1,0
husky; domesticcat,-1,-1,-2
squirrel,-2,-2,1
wolf,0,0,-1
germanshepherd,2,2,-1
lizard,2,-1,0
wolf,-2,-1,-2
kitsune; anthro; feral; polymorphic,-1,0,1
cheetah,0,0,0
redfox,-2,0,-1
domesticcat,0,0,0
othercanine,1,0,1
othermustelid; anthro,-2,-2,0
otherreptile,0,-1,1
wolf; anthro; feral,0,0,1
dragon; anthro,-2,-2,-2
wolf,0,0,1
redfox,1,1,1
rat; anthro,1,1,-1
griffin,0,0,0
othercanine; anthro,-1,0,-1
husky,0,0,0
coyote,-1,0,-1
rabbit,0,1,1
pandabear,-1,-1,-1
panther,1,1,1
otherfox,1,0,-1
greyfox; panther; taur; anthro; feral,-1,-1,0
arcticfox; anthro,1,0,-1
raccoon; anthro,-1,-1,-1
griffin,-1,-1,0
germanshepherd,1,1,0
griffin; feral,0,0,0
domesticcat,2,-1,-2
other,-2,-2,2
fennec; anthro,-1,-1,1
domesticcat; anthro,-1,-1,0
snowleopard; raptor; anthro,-1,1,-2
redfox,-2,-2,2
otherdog,-2,-2,-1
domesticcat,-2,0,-2
redfox; anthro; feral,-2,-1,-2
otherfox; otherfeline; anthro,0,0,-1
arcticfox; anthro,-2,0,0
dragon,-2,-2,-2
feral; other,-2,-1,-1
tiger,0,0,-1
othercanine; other,0,-1,0
snowleopard,0,0,-1
otherfeline,0,1,0
dragon; anthro,-2,-2,-2
collie; cheetah; badger; polarbear,0,1,0
dinosaur; otherreptile; anthro,1,0,0
redfox; tiger; rabbit; anthro; polymorphic,-1,-1,0
mouse; anthro; feral,-1,-1,-1
domesticcat; otherungulate; otherbird; polymorphic,0,-1,1
anthro; other,2,1,1
rabbit,-2,-2,-2
coyote,1,0,0
other,0,-1,0
redfox; anthro,0,1,1
skunk,0,-1,2
kitsune,1,0,0
bat,0,0,-1
otherfeline; other,0,1,-1
jackal; other,1,-2,0
wolf; anthro,-1,-1,-1
cheetah,-2,-2,0
kangaroo,0,-1,1
rabbit,-2,-2,1
otherfox,0,1,0
coyote; anthro; feral; polymorphic,2,0,-1
greyfox,-2,-2,-2
snowleopard,-2,-2,-2
mouse,0,-1,1
coyote,0,0,0
wolf; redfox; otherfox,-1,0,1
wolf; husky,-1,1,1
wolf; redfox; greyfox; arcticfox; kitsune; fennec; otherfox; coyote; jackal; germanshepherd; husky; collie; otherdog; othercanine; tiger; lion; leopard; snowleopard; panther; cheetah; cougar; domesticcat; otherfeline; dragon; lizard; otherreptile; raccoon; skunk; badger; riverotter; seaotter; othermustelid; redpanda; othermusteloid; horse; deer; otherungulate; brownbear; grizzlybear; pandabear; polarbear; otherbear; mouse; squirrel; other; raven; rabbit; kangaroo; koala; othermarsupial; lemur; monkey; otherprimate; hyaena; bat; griffin; taur; anthro; feral; polymorphic,0,0,1
redfox; arcticfox; anthro,0,1,1
wolf; othercanine; anthro; feral; other,-2,-1,1
,1,0,2
leopard; anthro; feral,-1,-1,-2
wolf,-1,0,-2
wolf,-2,-1,-2
deer; anthro,1,0,2
otherfeline,0,0,-2
redfox,-2,0,-2
germanshepherd; anthro; feral,1,1,0
wolf,-1,0,0
wolf; anthro; feral,1,-1,0
wolf,-1,0,1
greyfox,-2,-1,1
otherungulate,0,1,0
other,-2,-2,1
otherfox; anthro,-2,-2,1
otherdog,-1,0,-1
redfox; rabbit,0,1,0
other,0,0,0
husky,-2,0,-1
otherdog; anthro,-2,-2,-2
wolf,0,0,0
hyaena,1,-1,0
squirrel,-1,1,-1
other,0,0,-1
wolf,-2,-1,-1
wolf; germanshepherd,-1,-1,0
greyfox,0,0,0
domesticcat,-1,-1,1
lion,-1,0,-1
rabbit,-2,-1,0
redfox; deer,1,-1,0
dragon; anthro,2,1,0
greyfox,0,1,0
snowleopard; domesticcat,-2,1,-2
coyote; anthro,0,-1,0
dinosaur,-1,-1,-2
othercanine; anthro; feral; other,-1,0,-2
other,-1,0,0
otherfeline,0,0,0
raccoon,-1,-1,1
raccoon,-1,-1,1
other,0,0,0
other,-2,-1,1
panther; raccoon; anthro,-1,0,0
kitsune; otherfox; othercanine; otherfeline; riverotter; otherbird; rabbit; griffin; taur; anthro; feral; polymorphic,0,0,-1
coyote,1,0,0
redfox,0,0,0
lizard,-2,0,0
other,0,0,0
othercanine; kangaroo,0,-1,-2
domesticcat,-2,0,0
wolf,0,-1,-2
tiger,-2,2,0
wolf,0,0,0
redfox; otherdog; lion; anthro,1,0,0
other,0,1,2
wolf,0,1,0
redfox,1,-1,0
dragon; dinosaur; anthro,-1,0,-1
panther,0,1,2
rabbit; anthro,0,0,2
collie,-1,0,0
tiger,-1,-1,-1
germanshepherd; dinosaur,0,0,1
other,0,0,0
other,0,0,1
dragon; anthro,0,0,0
wolf,-2,-2,-1
wolf; otherdog,-2,0,-2
othercanine; other,1,0,1
dragon; feral,-1,1,-2
greyfox; tiger,0,0,-1
wolf,-1,0,0
othercanine; dinosaur; otherungulate,-1,0,-1
other,-2,1,2
otherfeline,0,0,-1
otherfeline; other,-1,-1,-1
husky; otherdog,-1,-1,-2
polymorphic,0,0,0
otherdog; deer; anthro; other,0,1,1
domesticcat; bat,0,0,-1
otherfox; anthro; feral; polymorphic; other,-2,-1,-1
wolf,0,-2,0
wolf; anthro; feral,0,1,-1
tiger; dragon; polymorphic,0,-1,-1
otherdog; otherfeline; other,-1,-2,2
wolf; anthro,-1,-1,1
cougar,1,1,1
wolf,0,0,0
wolf,1,0,0
other,-2,-1,0
otherfox,-2,0,0
husky,-1,-1,-1
dragon; anthro; feral,-1,1,1
dragon; bat; anthro,,-1,-2
riverotter,-1,-1,-1
other,-2,1,-1
arcticfox; kitsune,2,2,1
lion; anthro,-1,-1,-2
othermustelid,-2,-1,-1
domesticcat; anthro,2,1,1
otherfox,-1,-2,1
other,-1,0,1
husky,-1,1,0
dragon; anthro; feral,1,0,-1
husky,-1,-1,1
wolf,0,0,-2
polymorphic,0,-1,-1
hyaena; anthro,1,-1,0
otherungulate; rabbit,0,0,-1
arcticfox; collie; othermustelid; raptor; feral,1,0,1
redfox,0,0,-2
tiger; otherfeline,,-1,-1
wolf,-2,-2,-2
wolf; fennec,0,0,0
tiger,0,0,0
redfox; anthro; feral,-2,0,1
other,-2,-1,-2
other,-2,-1,-1
redfox,1,-2,0
squirrel,-2,0,1
wolf; germanshepherd,-1,-1,-1
otherdog,2,1,1
raptor,-2,-1,-1
monkey; other,0,0,0
wolf,-1,-1,0
bat; anthro,-1,1,-1
wolf; tiger; anthro,-1,1,0
otherfox,1,1,-1
redfox,0,0,0
brownbear,-1,0,0
fennec; redpanda,-2,-2,-2
anthro; polymorphic,0,0,-1
wolf,1,0,-1
wolf,-2,0,0
snowleopard,-1,-1,1
deer,0,0,1
wolf; husky; anthro; feral,-1,-1,-1
husky,-2,-2,-2
otherdog; raven; anthro,-1,1,0
raccoon,-1,1,2
wolf; anthro,-2,0,-1
snowleopard; raptor; anthro,-2,1,-2
germanshepherd,1,0,0
wolf,0,0,-1
wolf; hyaena,0,0,0
kitsune,-2,-1,-2
otherfox,2,1,0
lion; grizzlybear,0,0,0
otherbird; anthro; other,1,1,0
dragon,0,0,0
otherdog,0,-1,1
brownbear,0,0,-1
anthro; other,0,-1,1
otherfox,-1,1,1
wolf,1,1,1
arcticfox; coyote; othermusteloid; rat; bat,-1,2,2
otherfox; dragon; anthro; feral,0,0,-1
otherdog,-1,0,0
wolf; redfox,0,0,0
lion,-1,-1,-1
grizzlybear,0,-1,2
redfox,0,0,1
redfox; anthro,-1,0,0
otherfeline; anthro; feral,2,2,1
redfox; anthro,1,0,2
rabbit,-2,0,-1
anthro,-1,-1,-1
deer,1,1,-1
redfox; greyfox; arcticfox; kitsune; horse; anthro; polymorphic,1,1,-1
wolf; domesticcat,1,0,0
otherfeline,0,0,-1
polymorphic,0,-1,1
lion,1,0,
redfox,-1,0,0
domesticcat,0,-1,0
coyote,1,0,-1
wolf; redfox; kitsune; otherfox; otherdog; redpanda; deer; lemur,-1,0,-2
fennec; anthro,1,-2,-2
redfox,0,0,0
kitsune; fennec,-1,-2,-2
otherdog,0,0,0
otherfeline; anthro,1,-1,-1
arcticfox,-2,0,-1
arcticfox,0,0,0
,-1,-1,-2
other,2,0,1
wolf; othercanine,2,1,0
lion,0,-1,-2
otherdog,-2,-1,-1
domesticcat; otherfeline; anthro; feral; polymorphic; other,0,0,0
redfox; squirrel,-1,0,-1
fennec; koala,-1,-1,1
monkey,-1,1,1
fennec,-1,-2,0
wolf; otherfox; tiger; snowleopard; panther; cheetah; cougar; raven; raptor,-1,-2,-1
wolf; greyfox; badger; otherbird; rabbit; kangaroo,1,1,0
husky; anthro,-2,-2,
redfox,0,0,-1
wolf; otherfox,0,0,0
domesticcat,-2,1,1
brownbear; otherbird,0,0,2
hyaena,-1,-2,1
wolf; arcticfox,0,0,0
jackal,-1,-1,0
polarbear,-1,0,0
redfox,0,0,-1
otherfeline,-2,0,1
wolf; anthro,0,1,1
otherdog; anthro,1,-2,
riverotter,-1,-1,-1
otherfeline; anthro,-2,-2,-2
deer,1,1,1
other,-1,0,0
other,0,0,1
tiger; anthro; feral; polymorphic,-2,-2,-1
husky; anthro,0,0,0
snowleopard; polymorphic,-1,-2,0
othercanine,-2,-2,-2
redfox,-1,0,0
redfox,-2,-1,1
wolf; anthro,-1,1,0
dragon; anthro,0,0,-1
redpanda,0,0,0
arcticfox; anthro,1,0,1
otherdog,-2,-1,1
snowleopard,-2,-1,-1
,2,2,2
otherdog; anthro,-2,-2,-2
redfox,2,0,0
redfox; anthro,-1,0,0
other,0,0,0
husky,0,0,0
wolf,0,1,-1
raven,-1,0,-1
wolf; anthro,-1,0,0
wolf,0,0,1
squirrel; anthro,-1,0,0
lion,-1,0,0
otherfox,0,0,0
otherdog; other,-1,1,2
raccoon,0,-1,-2
griffin; taur; anthro,1,1,-2
tiger; anthro; feral,,,-1
redfox; dragon,-2,-1,1
dragon; otherreptile; other,0,0,0
panther,0,0,0
dragon,-1,-1,1
other,0,0,0
kangaroo; anthro,0,1,-2
redfox,-1,-1,0
otherfox,0,0,-1
other,1,0,0
other,2,2,2
mouse; feral,0,0,1
kitsune; otherfox; anthro,1,0,-2
wolf; redfox,-1,0,-2
otherfox; anthro; feral,-1,1,0
other,-2,0,0
rabbit; anthro,-1,0,1
redfox,1,0,-2
wolf,2,2,2
arcticfox,1,1,2
coyote; anthro,1,-2,-1
hyaena; anthro,-1,1,0
other,0,2,1
wolf,0,0,1
husky,-2,-2,0
husky,-1,-1,-1
othermusteloid; raptor; griffin; feral,1,1,2
other,0,0,-1
cheetah,-2,-1,2
arcticfox,1,2,0
horse; taur; anthro; other,-1,-1,0
wolf,-1,-1,-1
otherfeline,0,0,0
wolf,-2,-1,0
jackal,0,0,1
dragon; anthro; feral; polymorphic,-2,-1,-1
wolf; otherfox,-2,-1,0
rabbit; anthro,-1,-1,1
redfox,-2,-2,-2
hyaena; anthro,-1,0,1
wolf,0,0,1
lion; other,-1,1,-1
rat,-1,-1,-2
domesticcat,-2,-1,0
dragon,0,-1,
hyaena,1,0,-1
wolf; anthro,-1,-1,-2
wolf; collie; otherdog; anthro; feral; polymorphic,,,0
tiger,0,0,-1
,0,1,-1
arcticfox; anthro,-1,0,0
wolf,1,1,0
rabbit,-2,1,2
redfox,,0,-1
snowleopard,0,-1,-1
other,0,0,0
raptor; anthro,-1,-2,-1
othercanine; leopard; taur,-1,1,-2
lion,-2,-2,1
germanshepherd,0,1,1
redfox; kitsune; dragon; anthro,-2,-2,1
jackal; anthro,0,0,-1
wolf; dragon,-2,0,-2
,1,2,1
wolf,-1,-2,-2
otherfeline; anthro,0,-2,0
otherfeline; anthro; feral,0,1,-1
redfox,-1,-1,-1
cheetah,0,0,-1
redfox,-1,0,1
anthro; other,-2,-1,0
arcticfox; raven; anthro,-1,0,-2
otherfox,1,-1,-1
cheetah; anthro,0,1,0
otherdog,0,0,0
redfox,0,1,0
otherbear,1,0,0
leopard,-1,1,0
redfox,0,0,0
redfox; domesticcat,1,1,1
otherfox; otherdog,-1,0,1
redfox; anthro,-2,0,-1
husky; anthro; feral,-1,-1,0
lizard; raptor,0,-1,0
bat,-1,-1,-1
greyfox; arcticfox; kitsune; fennec; otherfox; anthro,0,0,0
otherfox; feral; other,0,1,-2
otherfeline; anthro,-1,-1,0
anthro; other,-1,-1,-1
rat; anthro,-2,-1,0
wolf; anthro,0,1,1
otherfox,-1,-1,1
wolf,-2,,-2
husky,1,1,1
dragon,-2,-1,-2
wolf,-1,1,1
otherfeline,-1,1,1
otherbear,0,0,1
riverotter; feral,0,0,1
arcticfox; taur; anthro; feral; polymorphic,0,0,-1
otherdog; othercanine; anthro; feral,-1,-1,-1
redfox,1,1,0
polymorphic; other,1,0,0
horse,0,0,0
husky,0,1,-1
dinosaur; otherbird; bat; anthro; polymorphic; other,-1,1,-2
tiger; anthro,-1,1,1
arcticfox; raccoon; anthro; feral,-1,-2,1
germanshepherd; husky,-1,-1,-1
leopard; cougar; anthro,1,-2,2
wolf; redfox; kitsune; rabbit,-1,1,1
coyote,1,1,1
wolf,-2,-2,-1
dragon; anthro,-1,-1,-1
otherdog; raccoon; bat,0,-2,0
deer; anthro,0,-1,0
wolf,-1,-1,-2
redfox; kitsune; domesticcat; anthro,-1,-2,-2
otherbird; anthro,0,-1,-1
deer,0,0,0
kitsune; anthro,-1,-1,-2
otherdog,-2,-2,0
otherfeline; anthro,-2,-2,0
other,-1,-1,2
anthro; other,0,-2,-1
tiger; anthro,-1,1,-2
domesticcat; feral,-1,0,2
wolf,1,1,0
rabbit,-2,0,-1
wolf; grizzlybear,1,0,-1
husky; otherdog,0,-1,-1
redpanda,-1,1,-2
lizard; anthro; feral,1,0,-1
horse; anthro,-1,0,-1
other,0,0,1
othercanine; otherbird,0,0,0
other,2,0,-1
domesticcat,0,0,0
anthro; other,0,0,1
husky; hyaena,1,2,-1
wolf,1,-1,-1
wolf; othercanine; other,,-1,1
fennec; rabbit,-1,1,-1
otherdog; anthro; feral,-1,0,-1
redfox; kitsune; fennec; domesticcat; anthro,-2,0,0
dragon; redpanda; anthro,-1,0,-1
fennec; jackal,1,0,0
raptor,0,0,0
anthro; other,0,0,-1
wolf; horse,0,1,0
dragon; feral,-2,0,0
wolf; anthro,,-1,2
grizzlybear,0,0,0
wolf; snowleopard; otherbird; anthro,0,0,-2
otherungulate; anthro; feral; polymorphic; other,-1,-1,-1
wolf; greyfox; germanshepherd; husky,-2,-2,1
tiger,-2,-1,0
,0,0,0
collie; skunk; redpanda; polarbear; raptor; otherbird; anthro,1,0,-1
wolf,-2,-1,-2
redfox; riverotter; redpanda,-1,0,-2
wolf; greyfox; othercanine; anthro,,,-2
hyaena,0,1,1
wolf,0,2,-1
otherfox,-2,1,1
husky,-1,-1,-1
fennec,-1,-2,1
raven; anthro,0,0,2
deer,,,-2
raven; anthro,,,0
rabbit,-1,0,1
wolf; redfox; anthro,-1,0,-1
redfox,-2,-1,-1
wolf,-1,1,1
redfox; anthro,0,1,0
kitsune,-2,-2,-2
otherfeline,2,1,0
otherfox,1,1,1
fennec,2,2,2
husky,-2,0,1
dragon,-1,1,0
wolf,1,0,-1
griffin,-1,0,1
wolf,-2,-1,0
bat,2,2,1
dragon,0,0,0
redpanda; anthro,1,0,0
wolf; redfox; greyfox; arcticfox; kitsune; fennec; otherfox; tiger; snowleopard; domesticcat; dragon; lizard; dinosaur; raccoon; skunk; seaotter; redpanda; squirrel; raven; raptor; rabbit; kangaroo; koala; hyaena; bat; anthro,-2,-2,-2
weasel; othermustelid,0,-1,1
wolf; redfox; kitsune; otherdog; othercanine; domesticcat; raccoon; skunk; anthro,,1,-1
wolf; anthro,-2,-1,0
othercanine; anthro; other,0,-1,-1
fennec; rabbit,0,-1,1
coyote; anthro,-1,0,1
otherfox,-2,1,0
otherbird,0,0,0
arcticfox; raccoon; rabbit,0,-1,1
other,0,0,0
kitsune; tiger; dragon; skunk; polymorphic,-1,0,0
rabbit; anthro,-2,-1,-1
wolf; redfox; kitsune; otherdog; domesticcat; raccoon; skunk; anthro,0,1,-1
coyote,1,0,0
dragon,-2,-2,-2
husky; anthro,-1,-2,2
dragon; anthro; feral,-1,-1,-1
redfox,0,0,0
wolf; arcticfox; coyote; husky; tiger; lion; snowleopard; dragon; lizard; riverotter; seaotter; mouse; rat; monkey,-1,-1,0
badger,1,0,1
rat; anthro,-1,-1,0
tiger,-1,-1,0
domesticcat; anthro,-1,0,0
redpanda; anthro; feral,-1,0,1
wolf,-1,-1,0
wolf,-1,1,0
otherfeline; bat; anthro,1,-1,1
otherdog,-2,1,0
domesticcat,0,0,2
otherfeline; other,-1,0,-2
othermustelid,0,1,-1
redfox; other,0,0,-1
domesticcat; anthro,0,0,0
otherreptile; anthro,-2,-1,0
other,-1,0,0
otherfox,0,1,-1
dragon; feral,-2,-2,-1
kitsune; anthro,-2,0,-1
redfox,0,1,2
husky; dragon; anthro; feral,0,1,2
snowleopard,-1,0,-2
otherbird; anthro; other,-1,0,0
otherdog; other,-2,0,-1
cheetah,1,0,0
lion; otherungulate,0,1,-2
otherdog,0,0,0
otherfox,-1,0,1
redfox; coyote; germanshepherd,-1,0,1
rabbit; anthro,1,0,-1
otherreptile,0,0,-1
otherfeline,0,-2,-2
redfox,-1,-1,0
collie,-1,0,1
otherfox,-1,-2,0
wolf; germanshepherd; otherdog,-2,1,0
wolf,-1,-1,-1
dinosaur,1,1,0
hyaena; anthro,-1,-1,1
coyote,1,0,1
redfox; anthro; feral,-1,-1,-2
otherungulate,-1,0,1
seaotter,-1,0,0
anthro; other,-2,-1,-1
cheetah; anthro,0,1,-2
fennec; otherreptile,0,1,1
raccoon,,,-1
wolf; taur; anthro; feral,-1,-1,0
feral,0,0,0
othermustelid,-2,-1,0
wolf; dragon,-1,-1,0
otherdog,0,0,-1
tiger; anthro,-1,0,1
polymorphic,0,0,-1
snowleopard; anthro,1,0,0
wolf; anthro,0,0,0
arcticfox; taur; anthro,-1,-2,0
leopard; anthro,-1,0,-1
wolf; anthro,-1,-1,-1
husky,2,0,1
redfox; germanshepherd,0,0,0
fennec; anthro,-1,-2,0
horse; anthro; feral,-2,0,-1
arcticfox; husky; anthro,-2,-1,1
arcticfox,-2,-2,1
wolf; otherfeline; anthro,0,0,0
wolf; husky,1,0,-2
fennec,-1,1,0
wolf; anthro; polymorphic,-1,-2,-1
wolf; otherdog; anthro; other,-1,,-1
wolf,-2,-2,1
otherfox; anthro,-2,-1,0
wolf; anthro,0,0,-1
otherfox,-1,-2,0
deer; anthro,-2,-1,-2
redfox; anthro,-1,-1,-2
otherungulate; other,0,-1,0
wolf,1,0,0
wolf; anthro,0,0,0
wolf,-1,0,0
mouse; anthro,-1,-1,-1
wolf; otherfeline; anthro,-2,-2,0
wolf,-1,1,0
tiger; polarbear; anthro,-1,0,1
wolf; redfox; arcticfox,-1,0,0
other,-1,-1,-1
raccoon,-1,-1,-1
arcticfox,-1,0,1
arcticfox,0,-1,-2
wolf; husky; horse; deer; other; anthro; feral,-2,0,-2
bat,,,-1
otherfox,-1,0,0
otherfox; horse,-1,0,1
greyfox,1,1,0
wolf,1,0,0
dragon; anthro,-1,-1,0
otherfeline; other,-2,-2,-2
domesticcat,-2,-1,1
dragon; lizard,0,0,2
redfox,0,1,-1
coyote; jackal; otherdog,-1,0,1
rabbit,-1,-1,-1
dragon; anthro; feral,2,1,1
wolf; other,-2,-1,0
domesticcat,-2,-1,1
wolf; anthro,-1,0,-2
raptor; anthro,-1,0,-2
panther,2,0,1
lion; leopard; domesticcat; otherfeline,-1,-1,-1
arcticfox,0,-1,-1
wolf,0,0,-1
anthro; other,0,-1,-2
cheetah,-2,-1,-1
other,0,0,0
otherungulate,-1,-2,0
grizzlybear,0,0,0
otherfox,-1,0,0
dragon,-1,0,0
riverotter; seaotter,0,1,-2
riverotter; anthro,0,1,-1
wolf; othercanine; anthro; other,0,0,1
wolf; tiger,0,-1,1
otherreptile,1,-1,0
other,0,-2,1
otherdog; otherbear; anthro; feral,1,0,-2
tiger,-1,0,0
otherfeline,0,0,0
riverotter,0,0,2
wolf; riverotter; anthro,-1,0,-2
rabbit,0,-1,-2
wolf,-2,0,-1
wolf; dragon,0,0,-1
anthro; other,-2,-2,2
wolf,0,0,1
coyote,-1,-1,1
husky,0,0,1
domesticcat,-2,-2,1
redfox; rabbit; anthro,0,-1,-1
other,0,0,-1
wolf; fennec,-1,2,0
otherdog,0,-1,1
wolf; otherdog; deer; anthro,1,0,1
arcticfox,-2,0,1
otherfox; anthro; other,-1,-1,-2
wolf,0,-1,0
feral; other,-2,-1,-2
redfox,-2,-2,-2
tiger,-1,0,-1
domesticcat,1,1,1
collie,0,0,0
dragon; lizard; taur; anthro; feral; polymorphic,0,-1,0
anthro; other,0,0,-2
tiger,-2,-2,-2
redpanda; deer; anthro; feral,1,-1,0
hyaena,-1,1,2
otherdog; other,-2,-1,0
domesticcat,-1,0,0
jackal; anthro,,-2,-1
wolf; fennec; dragon,1,-1,0
otherdog; anthro,0,-1,0
dragon,-1,0,-2
otherfox; anthro,-2,-1,1
riverotter; seaotter; anthro; feral; polymorphic,0,0,0
other,,-1,1
other,-1,0,2
arcticfox; anthro,0,1,0
arcticfox; anthro,0,-1,1
kitsune,2,-1,0
othermustelid; polymorphic,0,0,-1
snowleopard; anthro,-1,0,-2
domesticcat,0,0,-1
redfox,-2,2,0
wolf; anthro,0,1,0
