Species,Sexual dominance,Romantic dominance,Social dominance
redfox,-1,-1,-1
horse,0,0,1
husky,-2,-2,-2
wolf; other,-1,-1,-1
kitsune,0,0,0
redfox,-1,1,0
redfox,0,-1,1
husky,-1,0,0
rabbit,0,-1,2
snowleopard,1,1,0
snowleopard,-1,-2,-1
wolf; leopard; dragon,0,-1,0
redfox,0,0,-2
dragon,0,1,2
otherfeline,0,-1,-1
arcticfox,0,0,0
other,-2,-1,-1
jackal,-1,0,1
lion; other,-1,0,
wolf,-1,-1,-1
redfox; domesticcat,0,-1,0
domesticcat,-2,0,-1
wolf,0,-1,-1
husky,0,0,0
otherfeline,1,2,1
wolf; germanshepherd,-1,0,-2
other,-1,-2,1
otherfeline,1,1,2
othercanine,-1,-2,-2
wolf,0,0,-1
wolf; husky,2,0,
wolf,-2,0,1
wolf; tiger; domesticcat; otherprimate,1,1,0
otherbird,-1,-2,-1
tiger,-1,-1,-1
kitsune; otherfox,-1,1,0
raptor,0,0,1
raptor,1,-1,0
horse,-2,-2,-2
wolf,-1,-1,-1
riverotter,-1,-1,-1
domesticcat,0,0,0
othercanine; bat,1,0,1
otherfeline,1,-2,1
otherdog,-1,-2,1
otherfeline,0,-1,1
tiger,-1,-2,0
wolf,1,0,-1
wolf,0,0,0
snowleopard; domesticcat; otherfeline,1,-2,
otherfox,1,1,0
other,-1,-1,-2
redpanda,1,2,0
otherdog,-1,-1,-2
wolf; otherdog; tiger,-1,0,0
wolf,0,0,1
other,1,0,0
domesticcat; otherfeline,-1,0,-1
lion,0,1,0
othercanine,0,0,1
dragon,0,0,-1
wolf; husky,2,1,1
domesticcat,-1,0,-1
redfox,-1,0,-1
redfox,-2,-1,-1
husky,-1,0,1
domesticcat,-2,-1,-1
redfox,0,-1,0
othercanine,-2,-2,-1
redpanda,0,0,0
redfox; kitsune,1,1,1
otherbird,0,0,0
,0,-2,2
wolf,-2,0,1
wolf,-1,-1,0
dragon,0,0,2
deer; otherungulate; other,-1,0,1
wolf; othercanine,0,-1,1
otherdog,1,0,-1
redfox,-2,-2,-2
wolf,1,0,1
otherfox,-2,-2,-1
lizard,,,1
redfox,1,1,1
redfox; otherdog,-1,0,1
horse,0,0,0
panther,-1,0,0
kitsune,1,-1,1
kitsune; otherungulate,-1,-2,-1
dragon; raven,-1,1,0
wolf; husky,-2,-2,-2
wolf,1,1,2
wolf; otherfox,-2,0,0
horse,-2,-1,-1
otherbear,-2,-2,-2
wolf,0,0,0
otherdog,0,1,1
wolf,1,1,1
husky,-2,0,0
fennec; husky,1,1,-2
husky,0,1,0
otherfeline,-1,0,2
dragon,1,0,1
rat; bat,0,1,-1
otherbear,1,-1,0
wolf,-1,-1,0
kitsune,-2,-1,2
polarbear,0,0,0
redfox; kitsune; otherfox,0,0,-2
wolf,1,0,-1
skunk,-1,0,1
wolf,-2,-1,-2
wolf; raptor,0,-1,-1
other,-1,0,-1
lizard,2,2,2
wolf; redfox; arcticfox; kitsune,0,-1,-1
otherdog,-1,0,1
kitsune; fennec,-1,1,-2
redfox; othercanine; domesticcat; otherfeline,-1,1,-1
dragon,-1,-2,-1
mouse,0,1,0
raptor; griffin; other,-1,-1,-1
redfox,1,1,1
domesticcat,-2,-1,-1
wolf,-2,-1,-1
wolf,-2,1,1
tiger,-1,-1,-1
squirrel,-1,-1,-1
riverotter,0,0,1
wolf; redfox; tiger; lion,,-2,1
wolf,1,0,-1
wolf; husky,0,0,-1
other,1,0,0
dragon,-1,0,0
domesticcat,-1,0,0
wolf,1,0,0
otherungulate; other,0,0,0
otherfox,1,0,1
wolf; greyfox; otherfox,-2,-2,1
bat,-1,0,1
husky,1,1,1
redfox,-2,-1,-2
germanshepherd; dragon,-1,-1,-2
redfox,2,0,0
wolf; other,0,0,0
wolf,-1,-1,1
wolf,1,0,1
lion,0,0,0
panther; cougar,2,0,1
tiger; otherungulate; other,1,0,1
wolf,0,0,2
dragon,-2,-1,1
otherdog,0,0,-1
dragon,-1,-1,0
raccoon,2,2,2
hyaena,1,1,-1
dragon,1,0,1
redfox,-2,0,0
raccoon,0,1,0
wolf,1,-1,0
redfox,0,-1,1
wolf,2,1,1
deer,1,2,-1
wolf,0,0,2
wolf; otherfox; dragon,-2,0,-1
arcticfox,0,0,0
otherbird; griffin; other,0,-2,-1
othermustelid,1,-1,1
dragon,1,0,-1
redfox,-2,-2,-1
bat,0,1,-1
otherdog,1,2,2
other,-2,-2,-2
fennec,0,-1,1
other,0,-1,-2
otherfox,0,0,0
other,2,1,1
snowleopard,0,0,0
redfox,1,0,-2
wolf; redfox; dragon,-1,0,1
other,0,1,0
domesticcat; dragon,0,-1,-1
skunk,0,0,-1
domesticcat; otherfeline,0,0,-1
husky,0,0,1
domesticcat,0,0,-1
wolf; otherfox; jackal,-1,0,1
wolf,-2,0,-1
leopard,-1,0,0
domesticcat; otherfeline,-1,0,0
tiger; domesticcat; horse; other,-1,-1,0
dragon,2,2,0
redfox; fennec; otherfox,-2,-1,1
wolf,1,1,1
wolf,-2,-2,1
other,-1,-1,-2
wolf; fennec,-1,-1,-1
coyote,-2,-1,1
grizzlybear,0,-1,-2
othercanine; griffin,1,-1,-1
wolf,0,0,0
husky,1,0,0
redfox,-1,-1,0
bat,-1,0,0
wolf,0,-1,0
wolf; brownbear,-1,0,-2
other,-1,0,0
riverotter; seaotter,0,0,0
othermustelid,0,0,0
other,-1,0,-2
otherprimate,-1,0,-1
wolf; redfox,2,2,1
fennec,-1,,-1
lion; domesticcat; dinosaur; horse; pandabear,0,0,0
wolf,-1,1,0
husky,2,2,0
wolf,1,-1,0
otherfox,-2,-2,1
cheetah; other,-1,1,-2
redfox,-1,-1,-1
dinosaur,0,0,-1
wolf,1,0,-1
othercanine,-2,-1,-2
wolf; redfox; husky; otherdog; domesticcat,0,1,1
dragon,2,0,0
othercanine; dragon,0,0,0
otherfox; raven,2,1,0
otherfeline; other,-2,-1,-1
otherfeline,-1,0,0
germanshepherd,-2,-1,1
hyaena,0,1,-1
redfox; otherbird,0,2,1
wolf,-1,-2,-2
domesticcat; bat,-1,-1,-1
wolf,-2,0,0
otherfeline,1,-1,-2
domesticcat,-1,-1,-2
redfox,-2,-2,0
other,-2,-1,-1
skunk; badger,-2,0,-2
lizard,1,-1,-2
raptor; otherbird,0,0,0
otherfox; otherfeline; dragon; otherbear; other,2,0,2
husky,0,1,2
domesticcat,-1,-1,0
snowleopard,2,1,1
wolf,-1,0,0
other,0,-2,0
husky,-1,-2,-2
grizzlybear,0,0,0
wolf,1,-1,-2
riverotter,-1,0,0
domesticcat,-1,-2,-1
coyote; otherreptile,-1,0,2
wolf; redfox; greyfox; jackal,0,0,1
wolf; other,-2,-2,1
domesticcat,-1,-2,-1
rat,1,0,0
wolf; arcticfox; rabbit,-2,-1,-1
redfox; otherfox,-1,0,0
dragon,-1,0,0
wolf,0,0,0
tiger,1,-1,2
wolf; jackal,-2,-1,2
otherdog,-1,-1,-1
fennec; coyote,0,-1,-1
otherfeline,-1,0,-2
bat,0,-1,1
wolf,-2,-2,-2
domesticcat,-2,-1,0
otherdog,-1,0,-1
othermustelid,,1,-1
redpanda,-1,-1,-1
otherfox,-1,0,0
redfox; rabbit,-2,-2,2
other,0,0,0
arcticfox,0,0,0
dragon,-1,1,0
deer,-2,0,-1
redfox,0,0,-1
seaotter,0,-1,-2
redfox,-1,-1,-1
dinosaur,-1,-1,0
lizard; otherreptile,-1,0,-1
lion,2,1,1
otherfox,-1,1,-1
raccoon,1,-1,-1
mouse,-1,0,-1
lizard,0,1,-1
otherfox,-1,1,0
dragon; dinosaur,0,1,-2
panther,-2,-2,-2
otherdog; dragon,0,0,0
redfox,1,-1,-2
redpanda,-2,-2,-2
otherdog,-1,-1,-1
dragon,0,-1,-1
raven; otherbird,-1,1,1
skunk,-2,0,-2
otherfox,0,0,1
redfox; riverotter; redpanda; mouse; rat; rabbit; other,-1,-1,-1
wolf,0,1,0
dragon,1,-1,1
otherbird,-1,0,1
germanshepherd,-1,0,-1
coyote,-2,-2,-1
greyfox; raccoon,1,0,0
redfox; deer,2,2,-2
pandabear,2,2,-1
husky,0,0,0
otherbird,0,0,1
rabbit,-1,-2,-1
dragon,-1,0,0
other,-1,0,0
coyote,1,0,0
raccoon,-1,1,0
skunk,-1,0,0
domesticcat,0,-1,-2
skunk,-1,-1,2
redfox,0,1,1
dragon,2,1,1
otherdog,0,-1,-1
leopard; raptor,-2,-2,-1
redfox,1,1,0
arcticfox,-2,-1,-2
other,-2,-1,0
other,-2,-1,-1
hyaena,1,0,-1
raptor,-1,0,0
other,1,-1,0
griffin,1,0,-1
otherbear,0,0,-1
otherbird,1,1,-2
otherbird,-2,0,1
jackal,0,-2,1
tiger; domesticcat,1,1,0
brownbear; grizzlybear,-1,0,1
domesticcat,-2,-1,-1
otherungulate,1,1,1
otherbird,-2,-1,0
wolf; coyote; otherdog,1,0,2
,0,1,-2
deer,-2,-2,-2
skunk; othermusteloid,1,-1,-2
raptor,0,1,1
other,2,-1,2
otherfeline; rabbit,-1,2,0
jackal; rabbit; other,-1,1,0
otherdog; other,-2,0,-1
wolf; otherungulate,0,0,-2
raccoon; redpanda,0,-1,-2
wolf,1,-1,0
dragon; lizard; dinosaur,0,-1,-2
othercanine,-1,0,-1
wolf,-1,1,1
domesticcat; otherfeline,,,-1
wolf,1,0,1
wolf; coyote; jackal; husky,0,0,1
cheetah; dragon,0,-1,1
dragon,0,0,0
other,-2,1,0
redfox,2,2,2
raptor,-1,0,0
dragon,1,0,-1
tiger; lion; otherfeline,1,0,1
arcticfox,0,-1,1
husky,0,-1,0
wolf,-2,0,2
redfox,2,2,2
skunk,-1,-2,0
wolf,-2,-2,-2
jackal,1,1,0
otherdog,1,0,-1
wolf,0,0,1
brownbear,-1,-1,1
bat,0,-2,1
other,0,0,0
snowleopard,0,0,0
skunk,-1,-1,-1
husky,-1,0,1
other,1,1,2
otherfox,-2,0,2
deer; other,-1,1,-2
otherdog,-2,0,1
wolf; otherbird; griffin,-2,2,0
wolf; snowleopard,2,-1,-2
otherfeline,-2,0,-1
other,1,1,-2
lion,1,-2,2
other,1,0,-1
fennec; other,-1,-2,-2
raccoon,0,-1,-1
redfox,2,2,2
wolf,1,0,1
raptor,0,0,0
other,2,0,1
redfox; husky,-1,-1,0
raven,0,0,1
wolf,0,-1,2
otherreptile,-1,0,1
,1,-2,0
dragon,-1,0,0
wolf; otherdog,1,0,-1
lion,-1,1,-1
redfox; snowleopard; dragon; otherungulate; other,-2,0,0
otherdog; otherungulate; otherbear; rat; other,0,0,0
otherfeline,-1,-1,-2
domesticcat,1,0,0
greyfox,1,-1,-2
wolf,-1,1,1
othermarsupial,-2,1,1
otherfeline,-2,-1,0
dragon; otherreptile,1,0,-1
othercanine,0,0,0
deer,0,-1,0
other,-2,-1,0
otherfox,0,0,-1
mouse,-2,-1,-1
other,0,1,1
husky,-2,0,1
dragon,2,1,-2
husky,-1,1,-2
lizard,-1,-2,-2
,1,2,0
tiger,-1,0,-1
mouse,-1,-1,-1
dragon,0,0,0
wolf,0,1,2
dragon,1,-1,0
redfox,-2,0,-1
wolf,-2,-1,1
wolf,2,,2
husky,0,-1,-2
cougar; raptor; griffin,-2,-1,2
wolf,2,1,0
wolf; redfox,-1,-1,-2
horse,-2,-2,-2
wolf,-1,-1,-1
otherreptile,-1,0,-1
coyote; raccoon,-1,-1,1
dragon,1,0,0
wolf,-1,1,-1
otherdog,0,0,1
otherfeline,-1,1,0
wolf; husky; otherdog,-2,-1,1
wolf; otherfox,1,0,-1
mouse,0,-1,1
horse,0,-1,-1
grizzlybear,-1,0,0
other,0,1,2
arcticfox; domesticcat,-1,0,2
husky; raccoon,-1,0,1
wolf; domesticcat,0,-1,2
dragon; other,0,1,1
raccoon,0,0,1
redfox,-1,0,-2
wolf,-2,-2,-2
wolf; coyote,-2,-2,0
otherdog; deer; other,1,-1,1
rat,0,0,1
deer,-2,-1,-1
domesticcat; otherfeline; skunk,-2,-1,-2
otherdog,-1,0,1
redfox; otherfox,-2,-2,0
snowleopard,-1,1,1
raccoon,0,1,0
othercanine,2,1,0
other,-1,-2,-2
bat,2,1,0
other,0,0,1
wolf,2,1,1
wolf,1,0,0
otherdog,0,-1,-2
lion,1,-1,0
rabbit,-2,-1,-1
wolf; brownbear,0,0,0
other,-1,0,0
redfox; greyfox,0,0,-1
dragon; otherreptile; raccoon; skunk; othermarsupial,0,0,0
leopard; snowleopard; cheetah,0,-1,2
other,-2,-1,1
wolf; redfox,1,1,1
otherfeline; other,0,0,0
wolf,-2,0,-2
skunk,-1,1,0
other,0,0,0
jackal,0,0,1
deer,1,1,0
rabbit,0,-1,-2
wolf; jackal; othercanine; dinosaur; otherreptile; raccoon; badger; hyaena,1,0,0
otherreptile,-2,-1,0
domesticcat,-2,-1,1
dragon,1,-2,-1
othercanine,-2,-2,-2
lizard,1,0,0
greyfox,-1,-1,0
raccoon,0,0,0
wolf; redfox; domesticcat,1,1,0
collie; otherreptile; otherungulate,0,0,-1
bat,-1,0,1
other,-2,-2,-2
dragon; other,-1,-2,-2
wolf,1,1,-1
husky,0,0,0
snowleopard,-1,-2,-2
dragon; raven; raptor; other,-1,-1,1
otherdog,1,-1,1
badger,1,-1,0
otherfeline,0,-1,-2
other,-1,-1,-2
horse,1,1,0
griffin,-1,-1,1
wolf; domesticcat,-1,0,-1
raven,1,0,0
germanshepherd,-1,1,0
domesticcat,-1,1,1
otherfeline,1,-2,-1
husky,-2,-1,0
other,0,-2,-2
raccoon,1,0,0
otherbear,2,2,1
wolf; husky,0,0,0
wolf; husky,-2,0,1
other,0,0,-1
dragon; other,2,2,1
kangaroo,2,2,2
otherdog,1,1,1
wolf; othercanine,-1,0,0
polarbear,-1,0,1
otherfox,-1,0,0
wolf; horse; bat,-1,0,0
otherdog,-2,-2,-2
hyaena,-1,-1,0
redfox; kitsune,1,1,0
otherfox,-1,0,-2
tiger; snowleopard,0,0,-1
brownbear,0,0,0
,0,0,0
domesticcat; raptor,-1,0,-1
dinosaur,1,1,2
othermustelid,0,0,1
badger,2,0,0
otherfox,0,1,0
wolf,0,-1,1
redpanda,-1,-1,0
other,-1,1,-2
other,-1,-2,0
deer,-1,1,0
domesticcat,1,0,-2
dragon,2,1,2
wolf,-1,1,0
wolf,-2,-1,0
riverotter,-1,1,1
domesticcat,0,0,0
redfox,0,-1,-1
rat,-1,0,1
redpanda,0,1,-1
dragon; other,2,2,2
wolf,0,1,1
dragon,1,-1,-1
othercanine,,,-1
other,-1,-2,-1
wolf,-2,-1,-2
redfox,0,0,-2
kitsune,1,0,1
wolf; raven; griffin,0,0,0
kitsune,-1,-1,1
greyfox,1,0,0
otherfox; othercanine; domesticcat; dragon; lizard,0,1,-1
otherfox,-2,-1,0
raccoon,1,0,0
wolf; arcticfox,-2,1,2
lizard; otherreptile,0,0,0
otherungulate; otherbear; other,0,0,0
raccoon,0,1,1
raccoon,-1,-1,-1
tiger,0,0,0
leopard,1,-1,0
dragon,-1,-2,0
dragon,-1,0,0
otherfox,-2,-1,1
otherfox,0,2,1
otherbear; rabbit,-1,0,0
otherreptile; other,0,-1,0
riverotter,-1,0,-2
otherfox,-1,-1,-2
otherfox,1,1,0
horse; other,0,-1,0
arcticfox; kitsune,0,0,-1
other,1,1,0
snowleopard,1,1,1
otherdog,-2,-2,0
jackal,1,0,0
cougar,-2,-1,0
dragon,0,-1,-1
wolf,1,0,-1
deer; other,-1,0,-2
brownbear; grizzlybear,0,-1,1
domesticcat,-1,0,0
redfox,-1,-1,-1
germanshepherd,-1,0,1
domesticcat,1,1,0
otherdog,-2,-1,0
horse,-1,0,1
kitsune,-2,1,-2
other,1,0,1
domesticcat,-1,-2,1
arcticfox; raptor; griffin,0,0,-2
dragon; dinosaur; other,2,1,0
dragon,0,0,0
snowleopard,0,1,-2
otherbird,2,0,0
raptor; otherbird; other,-1,-1,-2
redfox,-1,2,2
collie,-2,0,0
wolf,0,0,1
griffin,0,0,0
dragon,1,1,1
jackal; otherfeline; bat; other,0,0,0
wolf,-1,0,0
germanshepherd,0,1,-2
wolf,0,-1,-1
riverotter,-2,-1,1
germanshepherd,0,-1,-1
domesticcat,-1,0,-2
lion,2,0,1
polarbear,0,-1,-2
riverotter,0,0,-2
cougar,-2,-1,0
deer,-1,-1,-1
wolf; lion; otherfeline; dragon,-2,-2,-2
horse,1,1,1
brownbear,0,1,2
griffin,-1,-1,0
polarbear,0,-1,1
otherdog,0,-1,-2
wolf,1,-1,-1
wolf; brownbear,1,1,1
dragon,0,0,-1
germanshepherd,-1,1,-1
otherungulate,-1,-1,2
other,-1,-2,-2
otherfox,-1,-1,-1
kitsune,0,0,0
horse,1,1,0
other,0,2,2
othermarsupial,-1,-1,-1
redfox,1,1,0
othercanine,-2,-2,-1
rabbit,-2,-1,0
dragon,1,1,0
cougar,0,0,-1
dragon,0,0,0
brownbear; otherbear,0,0,-1
otherfox,0,0,-1
redfox,-1,0,0
riverotter,0,0,0
germanshepherd; horse,1,2,1
riverotter,0,-1,-2
wolf,-1,-1,0
arcticfox,-2,-2,0
wolf,0,-1,1
tiger,0,1,-1
redfox,-2,0,2
other,-1,-1,1
otherdog; brownbear; grizzlybear,-2,-1,1
germanshepherd,0,1,-1
wolf,-2,-1,0
wolf; riverotter,-2,0,0
horse,1,1,0
wolf; redfox; otherdog,0,0,1
dragon; raven; raptor; otherbird,-1,-2,-1
wolf,1,1,1
dragon,-1,-1,-1
snowleopard,-1,0,0
othermarsupial,-1,-1,-1
otherbird,-1,-1,-2
otherfox,-1,0,-1
wolf,1,2,2
coyote; raccoon,-2,1,1
otherdog,-2,-1,1
griffin,-1,-1,-1
otherfeline,0,1,1
polarbear,-1,-1,-1
jackal; dragon; dinosaur; hyaena,-1,0,2
redfox,-1,0,1
panther,0,1,2
hyaena,-2,0,0
other,-1,-1,-1
lizard; dinosaur; otherreptile,0,-1,-1
dragon,-1,-1,1
otherfeline,-2,1,0
dragon,1,0,-1
snowleopard,-1,0,0
wolf,-1,0,-2
dragon,-1,0,0
other,-2,0,0
wolf,0,1,0
wolf; husky,1,2,0
otherdog,1,0,-1
rat,0,-1,1
deer,-2,0,2
wolf,-1,0,0
domesticcat; otherfeline,-1,-2,0
wolf,-2,0,-2
fennec,1,-1,-1
othermustelid,-1,0,0
coyote,0,-1,0
wolf; husky,-1,-2,0
wolf,-1,0,1
wolf,1,0,-1
horse,-2,-2,0
,0,1,1
wolf,-2,-1,-1
seaotter,2,-2,-2
domesticcat; riverotter; seaotter,-1,1,0
snowleopard,-1,0,0
cheetah,0,0,0
snowleopard; panther; cheetah; cougar; domesticcat,-2,2,1
husky,0,0,1
otherdog,-2,-2,0
wolf; domesticcat; otherfeline,0,0,1
otherbird,1,2,1
rat,0,0,0
redfox; coyote,-2,-2,-2
dragon; lizard,-2,-2,0
wolf,1,1,1
wolf; otherfox,-1,0,0
other,0,0,0
wolf,1,0,0
wolf,-1,1,1
wolf,0,1,-1
redfox,-2,-2,-1
redfox,-2,-2,1
dragon,0,0,-1
wolf; germanshepherd,0,0,0
wolf,-2,-1,0
husky,-1,0,1
redfox,-2,-2,-1
wolf,-1,0,1
coyote,2,2,2
coyote,-1,0,-1
wolf; coyote,-2,-2,-1
domesticcat,-2,-2,-1
other,-1,0,1
wolf,0,-1,-2
wolf; husky,2,1,1
fennec,1,0,0
dragon,-1,1,2
otherdog,0,0,0
domesticcat,0,1,1
othercanine; weasel,2,0,1
othermarsupial,1,0,-2
dragon; otherreptile,1,0,-1
dragon; horse,-1,1,1
dragon; otherreptile; horse,1,1,2
horse,-2,0,0
otherfox,-1,-2,1
dragon,0,0,0
dragon,1,0,0
raptor,-1,1,1
husky,0,1,-2
cheetah,-2,-1,-1
other,0,0,0
dragon,0,-1,-1
wolf; otherfeline; dragon,-1,1,1
wolf; husky,0,-1,-2
wolf,1,-1,-1
other,-2,-2,0
arcticfox,-2,-1,-1
wolf; husky,-1,-2,1
jackal,2,1,2
wolf,-1,0,-1
monkey,0,0,-1
wolf; horse,-1,-1,-2
dragon; lizard; otherreptile,1,0,0
wolf; kitsune; coyote,-2,0,-2
other,0,1,-1
redfox,1,0,1
tiger,1,0,1
snowleopard; domesticcat,-2,-1,0
domesticcat,-1,0,1
wolf,-2,0,-1
mouse,-2,0,-2
bat,-1,0,-2
cougar,-2,-1,2
cheetah,1,0,-1
dragon,0,1,-1
husky,-2,-1,1
jackal,-2,-2,-1
coyote,0,-1,1
wolf; grizzlybear; polarbear,1,0,-1
wolf; coyote; jackal; othercanine,0,-1,1
wolf,1,1,0
dragon,-1,-1,2
redfox,0,0,0
wolf; otherdog,-1,-2,-2
otherdog,-1,0,0
redfox; other,-1,-1,-1
hyaena,1,0,-1
redfox; fennec,0,0,0
fennec; domesticcat,-2,-2,0
rabbit,-1,0,-1
weasel,-2,0,-1
wolf; arcticfox; dragon; other,1,-1,-1
wolf; husky,1,2,-1
otherfox,-2,-1,0
