Species,Sexual dominance,Romantic dominance,Social dominance
othercanine; otherbird,0,1,-1
other,0,0,0
weasel; othermustelid,-1,0,-1
horse,-2,-1,2
hyaena,-1,-1,-2
other,1,0,-1
otherdog; otherungulate; other,-2,0,0
wolf,1,2,0
other,0,-1,-2
domesticcat,-2,-2,-1
wolf,-1,1,-1
fennec,-2,-2,-2
redfox,-2,0,0
dragon,-1,-1,0
rabbit,-1,1,0
fennec; germanshepherd; deer,0,-1,-1
otherfox,-2,0,2
other,-1,1,0
domesticcat; rabbit,0,0,0
domesticcat,-2,-1,-1
lion,0,1,1
germanshepherd; otherdog,-1,1,-1
domesticcat,0,0,-1
redfox,0,0,-1
kitsune; domesticcat,0,2,2
bat,-1,1,2
grizzlybear,0,-1,0
pandabear,0,0,0
domesticcat,0,1,-1
wolf,-1,-1,0
othercanine; other,0,-1,-1
lion,2,2,1
cheetah,0,0,-2
wolf; otherdog,1,1,0
other,-1,0,-1
lizard,-1,-2,-1
fennec,0,0,0
domesticcat,0,0,0
dragon,-1,-2,0
dragon; griffin,1,2,0
domesticcat,0,-1,-1
wolf,-2,-1,1
wolf,-2,-1,1
dragon,1,-1,-2
bat,-2,-1,-2
wolf,-2,-1,-2
wolf,-2,-2,-1
lizard,-1,1,0
dragon,-1,-1,2
domesticcat,-2,0,0
dragon,0,1,1
raptor,0,0,-1
otherdog,-1,0,-1
wolf; deer,1,-1,1
other,-1,-1,-2
wolf,0,0,0
wolf,-2,-1,1
riverotter; rat,-2,-2,-2
domesticcat,-2,-1,-1
wolf,-2,-2,-2
other; other,1,0,1
snowleopard,-1,-1,-1
hyaena,0,-1,-2
wolf; arcticfox,-2,1,0
wolf,-1,1,0
other,-1,-2,1
dragon,1,-1,0
wolf; redfox,0,0,-1
wolf,-1,-2,-2
wolf; greyfox,-1,0,0
dragon; lizard,,,1
husky; domesticcat,0,1,0
wolf,-2,0,0
redfox; raccoon,0,1,-1
hyaena,0,-1,-2
othercanine; hyaena,1,1,1
riverotter,0,0,-1
otherreptile,1,0,-2
otherdog,0,-1,-1
rat,-1,0,-2
redfox,-1,1,0
redfox,-1,1,-1
redfox; kitsune,-2,1,0
mouse,-2,-2,-2
lion; otherbird,1,0,-1
otherdog; othercanine,-1,0,-1
redfox; arcticfox,0,0,0
wolf; polarbear; other,2,1,0
kitsune,-2,-2,1
otherfeline,1,1,1
dragon,-1,-1,0
dragon,0,-1,-2
redfox,-2,-1,-1
otherbird,-2,-2,-2
wolf,1,0,1
other,2,2,-1
husky; skunk,0,0,0
wolf,0,0,0
redfox; domesticcat,-1,0,-1
raptor,0,0,0
weasel; othermusteloid,0,0,1
otherdog,-2,-2,2
redfox; otherfeline,0,-1,-1
raccoon,-1,0,0
wolf,1,1,2
domesticcat; other,-2,1,0
skunk,-2,-2,-2
redfox,0,0,-1
rabbit,1,1,0
domesticcat,-1,0,-2
domesticcat; raccoon,1,0,-1
skunk,-1,0,-1
arcticfox,1,1,0
other,-1,0,0
lizard; koala,0,-2,-2
redfox,-2,-1,-1
kitsune,-1,-1,-1
collie,-2,-1,0
redfox; redpanda,-1,-2,-2
deer,0,2,1
other,0,1,-2
wolf,2,0,-1
tiger; cheetah; cougar; domesticcat; otherfeline,0,1,-1
other,0,0,0
lizard,-1,-1,1
redfox,-1,0,0
other,0,-1,0
otherdog; otherungulate,-2,1,-2
otherdog,0,0,2
otherfeline,0,0,1
otherfeline,-1,0,2
othercanine,1,-1,0
greyfox,-1,0,-2
wolf; coyote,0,-1,0
redpanda,-2,-1,0
germanshepherd; other,0,1,2
otherfox; otherdog; otherfeline; dragon; raptor,,0,-1
wolf,1,0,1
otherungulate; other,-1,0,0
coyote,-2,-2,2
husky,1,-1,-1
othercanine,-1,1,1
otherfox,0,0,1
otherfox,0,1,-1
dragon; other,1,2,0
otherungulate,0,-1,0
redfox,0,0,-1
rabbit,-2,-1,-1
husky,0,0,-1
wolf,0,0,1
wolf; horse; otherungulate; grizzlybear; rat,1,-1,0
other,-1,0,1
skunk,-2,-1,-1
dragon; otherbear,1,1,0
wolf,-2,-2,-2
griffin,1,2,2
dragon,1,0,0
raccoon,1,-1,-1
otherbird,-1,0,0
dragon,-1,0,-1
redfox; kitsune,-1,-1,-1
otherfeline,-2,-2,-2
redfox,1,-1,0
raccoon,0,0,0
,-1,-1,0
wolf; other,2,0,-2
weasel; deer,-2,-1,0
riverotter,-2,-2,-2
other,1,1,1
otherungulate,1,1,1
greyfox,2,2,1
wolf; otherdog,-1,0,1
wolf; otherdog,-1,0,1
wolf,2,1,1
cougar,1,0,-1
wolf; kitsune,0,0,0
wolf,0,0,1
wolf,0,-1,1
dragon,1,1,-1
snowleopard,1,0,-2
other,-2,-2,-1
wolf,1,0,0
wolf,0,1,-1
leopard,-1,-1,0
wolf,0,0,1
redfox,0,0,0
wolf,2,1,-2
redfox,0,-1,1
dragon,-1,1,2
wolf; tiger,1,0,0
otherbear,0,2,2
wolf; fennec,-2,-2,-1
cougar,1,0,0
griffin,2,2,2
domesticcat,-1,-1,-2
rabbit,1,0,0
dragon,-1,-1,-1
husky; redpanda; pandabear,0,0,0
wolf,-2,-1,1
otherdog; othercanine; other,1,1,-1
wolf; kitsune; coyote,0,1,0
dragon; dinosaur,-1,0,-2
dragon,0,0,0
greyfox; kitsune,-1,0,1
dragon,1,-1,-2
husky,-1,-1,0
lion,-1,0,1
wolf; dragon,2,0,1
bat,1,0,-1
wolf; kitsune; otherfox; othercanine; other,-1,0,1
wolf; husky,-1,-1,0
otherdog,-1,0,1
redpanda,0,0,0
wolf; husky; other,-2,-1,-1
,0,0,0
otherdog,0,1,-1
dragon,0,0,0
wolf,-1,1,-2
otherdog; lizard,0,1,0
rabbit,1,0,0
rabbit,0,-1,1
hyaena,2,0,1
coyote; grizzlybear,-1,-2,-1
otherdog; dragon; horse,-1,1,-1
other,1,1,-1
husky; other,-1,1,2
snowleopard,0,1,0
otherfox,-2,-2,-2
other,0,1,1
otherdog; other,0,-2,-1
otherbird,1,1,0
dragon; other,1,-1,1
otherfeline; other,2,0,-1
panther,2,1,0
riverotter,2,0,0
otherfox; coyote,-1,-1,0
wolf,0,1,1
domesticcat; dragon,0,-1,1
raven,0,-2,-2
otherfeline,0,-1,-1
domesticcat,-2,0,-1
otherfeline,-1,-1,-2
griffin,-2,-1,1
rabbit,-2,0,1
cougar; otherfeline,-2,-1,1
tiger,1,0,-1
domesticcat,0,0,1
redfox,-1,-1,-1
wolf; redfox; domesticcat,-1,-1,-2
otherungulate,0,-1,0
greyfox; fennec,0,0,0
otherbear,0,0,0
othercanine; otherfeline; rabbit; other,0,0,-1
domesticcat,-1,-2,0
otherungulate,-1,0,-1
otherdog,0,1,2
leopard,0,0,0
other,0,0,-1
wolf,-2,-2,2
wolf; deer,-1,1,-1
otherdog,-1,-1,-2
deer,0,0,0
husky; hyaena,0,1,2
wolf; husky,0,0,0
wolf,0,0,0
wolf; leopard,-1,-1,-2
wolf; redfox,-2,0,0
wolf,-2,0,1
wolf; otherdog; snowleopard; horse,2,1,-1
wolf; arcticfox,0,2,2
tiger,-1,0,-1
wolf,-2,0,0
otherfox,-1,1,0
dragon,-1,1,-2
pandabear,0,0,-1
husky,-1,-2,-2
jackal,-1,0,2
bat,-1,0,1
wolf; kitsune; dragon,0,0,1
wolf; dragon; horse,-2,-2,0
otherfeline; deer,-2,2,2
other,-1,0,2
otherdog; horse; deer,1,1,-1
other,0,0,0
raccoon,-1,-1,-1
fennec; other,-1,-2,1
redpanda,1,0,-2
arcticfox,0,0,0
deer,0,0,1
cheetah; other,-2,-2,-2
wolf; leopard; raven,1,0,-1
other,1,1,-1
cheetah,-2,-1,-1
snowleopard; otherfeline,1,2,-1
redfox; otherdog,-2,-1,-1
raptor; otherbird; other,1,1,0
mouse,-2,-2,-2
greyfox,-1,-1,-1
lion,-1,0,-1
otherungulate; other,-2,-1,-1
otherdog,-1,0,-1
wolf,-2,-2,0
redfox,-1,-2,-1
otherfox,0,0,0
otherfeline,-1,-1,1
wolf,0,0,0
raccoon,-1,-1,0
wolf; raven,-2,0,-1
bat,-2,-1,1
jackal,-1,-2,-2
lion,0,1,0
mouse,1,-2,-2
otherbird,-1,1,0
lion,-2,-2,-2
otherdog,0,1,1
otherfox,-2,-2,-2
wolf,-2,-2,-2
dragon,0,-1,-1
wolf,-2,-2,0
wolf; otherdog,1,0,0
dinosaur,1,0,0
kitsune; fennec; germanshepherd; tiger; lion; leopard; panther; cougar; otherfeline; other,1,-1,0
horse,0,0,0
coyote; otherdog,0,0,-1
other,-1,-2,1
wolf; redfox,-2,-2,-2
otherdog,-2,0,0
other,-1,-1,1
redpanda,-1,0,0
arcticfox; hyaena,1,0,0
greyfox,-1,1,0
otherungulate,-1,-1,-2
other,-1,0,0
other,-1,0,-1
domesticcat,-2,-1,1
snowleopard,-2,0,-1
tiger; lion; panther,0,0,-1
domesticcat; deer,0,1,-2
griffin,-2,-1,0
otherdog,-1,-1,0
,0,1,2
wolf; other,1,0,-1
other,-2,-1,1
wolf; other,0,0,1
cougar,-1,-2,1
dragon,-1,0,-1
wolf; husky; other,-1,1,-1
wolf; redfox; riverotter,-2,-1,1
redfox; greyfox; otherfox; other,0,0,-1
pandabear,-2,-1,-2
domesticcat; other,-2,-1,-2
wolf; dragon,0,0,-1
wolf,0,-1,-1
dragon,-2,-1,-2
wolf; tiger; lion; otherfeline,1,0,-2
wolf; collie,2,1,0
other,-2,-2,2
seaotter,0,1,1
redpanda,1,-1,-1
redfox; cougar,-1,0,1
lion,2,2,2
wolf; husky,1,0,-1
cheetah,1,0,1
dragon,1,-2,-2
otherungulate; other,1,0,1
dragon,0,0,1
redfox; otherfox,-1,-1,-1
germanshepherd,-2,0,-1
snowleopard,-1,1,1
domesticcat,0,-1,-1
bat; other,-1,0,1
horse,-2,-2,-2
otherbird,2,2,2
wolf; dragon,1,0,-1
redfox; deer,-1,-1,-1
husky,-1,0,1
wolf; coyote; jackal; germanshepherd; husky; horse,-1,-1,-1
dragon; other,-1,-1,-1
raptor,0,0,0
wolf; kitsune,2,1,
wolf; redfox; arcticfox; otherfox,-1,-1,-1
raccoon,1,1,-1
raccoon,0,0,0
fennec; otherdog,-2,-1,0
lizard,-2,0,-1
coyote; otherdog,1,2,0
coyote,-1,1,-1
wolf,1,2,0
wolf; raptor,0,1,1
lion,0,0,-1
wolf; otherfox,,-1,-2
wolf; hyaena,-1,-1,0
dragon,2,1,1
riverotter; seaotter,-1,0,1
wolf,,,0
lizard,-1,-1,-1
lion,1,1,-2
husky,0,-1,-1
lion,1,0,0
domesticcat; otherfeline,1,1,-1
redfox,-2,0,0
otherungulate,1,0,0
raven; otherbird; griffin,1,-1,-1
redfox,0,-1,0
kangaroo,-1,-1,0
wolf,1,1,0
wolf,1,1,0
wolf,1,1,0
wolf,1,1,0
rabbit,0,0,-1
domesticcat,1,0,-1
wolf; dragon,-2,-2,-1
lion,-1,1,0
wolf; jackal,0,1,-1
dragon,-2,-1,0
wolf,0,-1,-1
wolf,0,0,-1
otherfeline; other,-2,-1,-1
wolf,0,0,-1
,-1,-1,1
redfox; raccoon; other,0,0,-1
other,-2,-1,-1
otherfeline; other,0,1,2
redfox,,0,0
redfox,0,-1,0
raven,-1,-1,-1
coyote,2,2,2
wolf,-2,-2,0
brownbear; grizzlybear; otherbear,0,1,1
coyote,1,0,2
husky,1,1,0
polarbear,2,0,-1
brownbear; otherbear,1,1,-1
wolf,0,0,1
riverotter; other,-2,-1,0
leopard,1,0,0
wolf; husky,0,0,-1
domesticcat,-1,-2,-2
wolf,-1,0,-1
otherdog,-1,0,-1
wolf,-1,-1,1
riverotter,0,0,-1
rabbit,1,0,-1
otherbird,,0,-2
husky,-2,0,-1
wolf,1,0,1
griffin; other,-1,-1,-2
other,-1,-1,-1
redfox,1,0,-1
otherdog,-2,0,0
dragon; other,-1,1,1
coyote,0,0,-1
dragon,,,-1
coyote,1,1,0
wolf,0,0,0
dragon,0,0,0
wolf; arcticfox; husky; tiger; leopard; snowleopard; panther; cheetah; domesticcat; raptor; hyaena,0,-1,-2
otherdog,-1,0,0
wolf; redfox; grizzlybear,0,0,0
wolf,1,0,-1
otherfeline; other,-1,-1,0
redfox,-2,-2,-2
redfox,-2,-1,0
otherfox,0,0,0
arcticfox; fennec,0,0,0
wolf,-1,0,1
otherreptile,0,0,-1
otherfeline; dragon,-1,-1,1
jackal; othercanine; otherfeline; dragon; lizard; otherreptile; othermustelid; polarbear; other; raven; raptor; otherbird,-1,-2,1
otherfeline,-1,-2,-1
otherbird,0,1,0
domesticcat,-1,-1,0
domesticcat; other,0,1,-1
dragon,2,2,1
fennec,-1,1,0
other,1,0,-1
otherdog,0,-1,0
othercanine,-2,0,1
wolf; husky,0,0,1
wolf,1,0,-1
domesticcat; otherungulate,-2,-1,1
,-1,0,0
wolf,-2,0,-1
domesticcat,-2,-2,-2
redfox,0,2,1
lizard,-1,0,-1
hyaena,0,1,0
germanshepherd,-1,0,0
wolf; dragon,-2,-1,-1
wolf,2,1,-1
otherfeline,-2,-2,-2
bat,-1,-1,0
otherfox; dragon,-1,-1,-1
wolf; cheetah; dragon; other,-1,-1,-2
wolf; otherfeline,1,1,1
otherbird,0,0,0
lion; cougar; horse,-1,1,1
,1,0,0
wolf,-1,0,1
otherdog,0,0,1
wolf,1,0,1
redfox,-1,-1,-2
dragon,0,-1,0
redfox,-2,-2,-1
wolf; otherfox,-2,-1,0
wolf; germanshepherd; husky; raven,2,1,2
tiger,0,0,-1
husky,-2,-2,0
dragon,-1,0,1
rabbit,-2,-1,0
,0,0,0
wolf,0,0,-1
wolf; redfox; germanshepherd; husky,0,1,-1
arcticfox; otherfox; dragon; otherbird; bat,-1,-2,1
fennec,-2,-2,-2
wolf; dragon,2,1,0
otherdog,0,-2,-2
horse,0,1,2
domesticcat,-1,0,-2
horse,0,0,1
husky; dinosaur,-2,-1,0
germanshepherd; husky; otherdog,-1,-1,-1
jackal,1,0,-1
dragon,0,-1,0
arcticfox,-2,0,1
wolf; husky,1,1,-1
riverotter; seaotter,-2,-1,-1
lion,-1,-1,-1
redfox,-1,1,-2
riverotter,-1,0,0
redpanda,-1,0,1
otherungulate; other,1,0,0
wolf; arcticfox,1,-1,0
dragon,0,0,0
dinosaur,2,2,2
lion,-1,-1,1
othercanine; domesticcat; rabbit,-2,-2,-1
leopard; domesticcat; otherfeline,-2,1,-1
tiger,0,1,-1
tiger,0,0,0
husky,0,1,-1
wolf,-1,-1,0
husky; otherreptile; other,-1,-2,0
raccoon,-2,0,-1
weasel; othermustelid,0,-2,0
greyfox,-1,-2,-1
deer,-2,0,-1
tiger,,-1,-1
dinosaur,0,0,-1
skunk,-2,-2,-2
cheetah; otherfeline,1,2,1
pandabear; otherbear,-2,0,1
otherfox,-2,-2,-1
wolf,2,1,0
otherdog,0,0,0
redfox,1,0,1
,0,0,-2
otherfeline,0,0,-1
germanshepherd,0,0,0
arcticfox,2,1,1
tiger,0,0,1
redfox,-1,-1,-2
husky,0,0,-1
wolf; redfox,-1,1,1
wolf,1,0,0
domesticcat; bat,-1,-1,-2
husky; mouse,-2,-1,-1
husky,0,0,0
husky,0,0,1
jackal,2,1,1
jackal; othermusteloid; otherungulate,-1,1,0
wolf; hyaena,-1,0,-1
raccoon,1,-1,1
domesticcat,-1,0,-1
domesticcat; otherfeline; horse,-1,0,-1
otherfeline,-2,0,-1
leopard,-1,0,0
skunk,1,-1,0
lizard,-2,-1,
husky,-2,0,1
kangaroo,-1,-2,-1
otherfox; domesticcat,-2,-2,-2
otherdog,-1,0,1
wolf; kitsune,1,1,1
othercanine; otherfeline; otherungulate,1,0,-2
dragon,0,2,-1
deer,-1,1,1
coyote; raccoon; other,0,0,0
coyote,0,-1,-1
kitsune; dragon,2,-1,0
tiger,1,2,0
dragon,0,0,0
raven,1,0,1
other,-1,1,0
wolf,-2,-2,-1
wolf; other,0,-1,0
domesticcat; other,0,0,0
domesticcat,-1,1,1
redpanda,1,1,0
weasel,-1,0,-1
wolf,-1,-1,0
wolf; raptor,-1,1,-2
wolf,1,1,0
domesticcat,-1,0,0
wolf,0,0,0
brownbear; kangaroo,1,0,-1
germanshepherd,-2,-2,-2
snowleopard,-1,-1,0
other,-1,-1,0
dragon,1,0,0
otherfox,-1,0,0
redfox,2,2,1
collie; otherdog; bat; other,0,0,-1
dinosaur,-1,-1,1
otherfeline; other,-2,-1,0
domesticcat,-1,0,1
domesticcat; dinosaur,0,-1,-1
grizzlybear; pandabear,-1,0,-2
arcticfox,1,1,0
husky,-2,-1,0
horse,-1,1,1
other,1,-1,0
otherdog,-2,-1,1
domesticcat,0,-1,-1
domesticcat,0,1,1
fennec,0,2,1
othermusteloid; other,1,0,-1
other,0,-1,0
germanshepherd,-1,-1,-1
fennec,1,1,1
coyote; jackal; other,-1,-1,0
greyfox; dragon,0,0,-1
other,1,1,-1
pandabear,1,-1,0
wolf; jackal; hyaena,0,-1,-1
redfox; riverotter,-1,1,0
otherdog,1,0,-1
redfox,,,-2
wolf,0,-2,-2
wolf; other,-1,-1,0
snowleopard,-1,0,0
lion; leopard,0,0,0
wolf,1,0,0
redfox,0,-1,1
other,0,1,0
tiger,0,-1,-2
arcticfox,0,0,1
otherdog,-2,-1,1
coyote,1,-1,-2
greyfox; arcticfox,1,0,2
husky,2,2,2
tiger,0,-1,-2
wolf,-2,1,0
wolf,-1,0,0
otherfox; husky,-2,-1,-1
dragon,0,0,-1
otherdog,-1,0,1
cougar,-1,1,2
wolf,-2,-2,-2
husky,1,1,-1
domesticcat,0,0,-1
wolf; domesticcat,-2,-2,-2
wolf; husky,-1,0,0
pandabear,-1,1,-1
otherbear,0,0,-1
snowleopard,1,-1,-2
riverotter,-1,0,-1
wolf; otherbear,-1,0,-1
redfox,-2,-1,0
skunk,1,1,-1
otherbird,-1,1,-1
dragon,0,1,1
lion,1,1,0
wolf; otherdog,-1,0,1
wolf; snowleopard,0,-1,-2
jackal,1,0,0
wolf,1,1,0
redfox; husky,-2,1,1
domesticcat,0,1,2
kitsune; fennec,0,1,-1
riverotter,1,-1,0
wolf,-1,0,0
wolf; othercanine; leopard; dinosaur; otherreptile; redpanda; rat; kangaroo,-1,0,1
cheetah,-1,-1,0
wolf,0,2,0
wolf,0,1,2
wolf,-2,-1,1
lion,-2,0,0
wolf; otherdog; dragon; other,1,0,1
redfox,-2,-2,1
otherreptile,-1,-1,0
redfox; domesticcat; raven,0,0,0
lizard,2,1,1
kitsune,-1,-1,0
otherdog; horse; other,0,0,-1
wolf,0,0,1
dragon,0,0,0
otherungulate; hyaena; other,-1,1,-1
tiger,0,-2,-2
othercanine,1,0,-1
husky,-2,-2,0
wolf,1,1,0
otherfeline,-2,-1,0
wolf,-2,1,2
redpanda,-1,0,-1
othermustelid,1,-1,-2
riverotter,1,0,-1
wolf,1,1,0
otherdog,0,1,2
brownbear,-1,-1,0
otherdog,-1,0,1
tiger,1,0,-1
other,0,0,0
raccoon,-1,0,0
arcticfox; otherfox,-1,-1,-2
otherfox,-2,-2,1
wolf; redfox; husky; tiger; domesticcat; riverotter; seaotter; deer; otherungulate; otherbear; mouse; other,-1,0,-1
dragon,-1,2,2
wolf; snowleopard,-1,1,-1
otherfox,0,1,1
dragon,1,0,-1
othermusteloid,-2,2,2
raccoon,-2,-2,0
redpanda; pandabear,0,0,0
wolf; griffin,1,0,0
wolf; greyfox,1,1,0
wolf,-2,-1,-1
wolf,-1,-1,-1
wolf,2,1,1
pandabear,-1,-1,0
husky,-2,-2,-2
weasel,-1,-1,-1
wolf,1,-1,-1
redfox,2,1,2
dragon,-2,0,-1
otherdog,-2,0,2
redfox,-1,1,-2
collie,0,0,0
wolf,0,0,0
wolf,-2,-2,-2
rat,2,0,0
hyaena,-2,-2,-1
lion; domesticcat,-1,0,-1
domesticcat,-2,1,-1
wolf,1,0,1
weasel,-2,2,0
wolf,0,0,1
redfox,-1,0,-2
tiger,0,-1,1
redfox; other,1,0,1
tiger; domesticcat; otherfeline,0,0,-1
greyfox,-1,0,1
wolf,-1,-2,0
domesticcat,-1,-1,0
dragon,-1,0,0
otherdog,-1,0,0
arcticfox,-2,-2,-1
weasel,0,-1,0
redfox,-1,1,0
arcticfox; lion; kangaroo,1,1,1
coyote; deer; raptor; other,1,0,-1
husky,-2,2,0
germanshepherd,1,-1,0
othercanine,-1,-1,0
redfox; dragon; griffin; other,-1,-1,-2
snowleopard; dragon,0,-1,-2
wolf,1,1,-1
mouse,0,-1,-1
deer; rabbit; other,0,0,-1
lion,1,-1,-1
coyote; raven,0,0,0
raccoon,-2,-1,0
skunk; horse; other,-2,0,-1
wolf; husky,1,0,-1
coyote,0,0,0
husky,-2,-2,0
riverotter,1,0,0
otherbear,0,0,0
lion,0,1,0
redfox; otherfeline,-1,0,-2
otherfox,2,1,0
coyote,1,1,0
wolf,-2,-1,-2
other,-2,0,-1
wolf; arcticfox; other,-1,0,-2
otherreptile,-1,-2,-2
wolf,0,-1,0
dragon,-1,-1,0
snowleopard; raccoon,1,-1,2
wolf,-2,-1,-2
othercanine; other,1,0,-1
wolf,0,0,0
otherfeline,-1,0,0
deer,-2,-1,-2
husky,-1,0,0
germanshepherd; leopard,-2,-1,2
dragon,0,0,1
domesticcat,-2,-2,0
rabbit,1,1,0
wolf; otherfox,-1,-1,-1
domesticcat,-1,1,-1
lion,0,-1,2
dragon,0,-1,2
deer; other,-1,0,1
wolf,1,-1,1
othercanine; leopard,-1,0,1
dragon,-1,-1,1
redpanda,-2,-2,-2
wolf,0,0,1
skunk,1,0,0
otherbird,-1,-1,2
otherfox; riverotter,-2,-2,0
domesticcat,0,0,-1
redfox,1,1,0
arcticfox,-1,0,-2
other,-2,-1,0
wolf; other,0,0,0
leopard,1,1,1
wolf,-2,0,-1
dragon; lizard,0,-1,1
dragon; lizard; dinosaur,0,-1,-1
cheetah,1,1,2
collie,0,0,-1
redfox,-1,-1,0
domesticcat,-2,0,1
germanshepherd,-2,0,-2
greyfox,-1,0,-1
other,-1,-1,-1
husky,0,-1,-1
otherdog,-1,-1,-1
husky,1,0,0
husky,-1,-1,-1
otherfox; raccoon,-2,-2,-1
wolf; tiger; dragon; other,0,-1,0
otherungulate,-2,-1,0
greyfox,0,-1,-1
germanshepherd,-2,0,0
wolf,2,1,0
other,0,0,0
,-1,1,1
greyfox,-2,-1,0
other,-1,-1,0
otherfeline; other,0,0,-2
wolf; husky,0,-1,-1
domesticcat,-1,0,0
dragon,-1,-1,0
raptor,0,-2,-2
wolf,0,0,0
rabbit,-1,-1,-1
redfox,0,0,1
othermarsupial,1,0,-1
kitsune,1,1,1
othercanine; otherfeline,-1,0,1
riverotter,-1,1,0
otherfeline,1,0,1
wolf,0,0,0
germanshepherd,-2,1,-1
wolf; husky,0,-1,1
squirrel,-2,0,-1
wolf,0,1,2
horse,-1,0,1
snowleopard,1,0,0
greyfox,1,1,0
germanshepherd,1,2,1
other,-2,-2,-2
otherbear,-1,1,2
otherfeline; other,0,1,0
fennec; otherfox,0,0,0
wolf; griffin,0,0,0
raptor; otherbird,0,-1,-1
otherfox,-1,1,0
husky,-2,-2,-2
redfox,1,1,2
wolf,-1,1,0
wolf,1,0,1
tiger,0,-1,0
redfox; skunk,0,0,0
wolf,-2,0,-1
wolf,1,-1,-1
otherfox; other,0,-2,0
dragon; rabbit; kangaroo,-2,1,-1
brownbear,0,0,1
redfox; dragon,0,-1,1
otherfox,-2,0,-2
redfox; arcticfox; domesticcat,-1,-1,-1
coyote,0,0,0
bat,-2,0,-1
badger,-1,1,-1
dragon,-1,-1,1
wolf,0,-1,0
wolf,-1,-1,-1
dragon,-1,0,1
wolf,-2,-1,0
otherfeline,0,-1,0
rabbit,-2,-1,0
redfox,-1,-1,0
greyfox,-1,1,0
jackal,-1,-1,1
otherfeline,-2,-1,-1
otherbird,-1,1,0
skunk,-2,-2,-2
domesticcat,-2,1,-2
domesticcat,-1,-1,0
wolf; hyaena,-2,-1,1
other,1,0,0
skunk,-2,-1,2
otherdog,-1,-1,1
dragon; deer,-2,-2,-1
othermustelid,1,2,2
wolf; tiger,-1,0,0
wolf,-2,1,-2
domesticcat,-2,-1,1
lizard; dinosaur,1,-1,2
wolf,1,1,1
wolf,1,1,1
redfox; domesticcat,-1,0,-1
fennec,0,1,-1
wolf,-1,0,0
deer,-2,0,-1
dragon,2,0,0
hyaena,1,0,1
wolf,0,1,1
kitsune,0,1,-2
othermustelid,0,0,-1
domesticcat,0,-1,-1
dragon,-1,-2,1
redfox,1,-1,-2
snowleopard,1,1,0
redfox,1,-1,1
other,-2,-2,-2
otherdog; otherbear,0,-1,-2
tiger,-2,0,0
panther; otherfeline,1,1,1
germanshepherd; otherdog,1,0,0
domesticcat,-1,0,1
wolf,0,-1,1
redfox; dragon,-1,0,-1
wolf; otherfox,-1,0,1
othercanine,-1,0,-2
dragon; otherreptile,0,0,1
husky,2,2,2
dragon,2,1,-1
snowleopard,-1,1,0
wolf,0,-1,0
redfox,0,1,0
domesticcat; other,-1,-1,-1
other,0,0,0
dragon,-1,-1,1
wolf; arcticfox; fennec; tiger; snowleopard,0,0,1
riverotter,-1,0,1
wolf; germanshepherd,0,0,0
lion,-1,-1,0
wolf; germanshepherd,2,0,2
dragon,1,-1,1
germanshepherd,-1,1,1
greyfox; arcticfox; otherfox; jackal; germanshepherd; husky; otherdog; othercanine; snowleopard; domesticcat; dragon; lizard; dinosaur; otherreptile; skunk; redpanda; othermusteloid; deer; grizzlybear; pandabear; polarbear; rat; squirrel; raven; otherbird; rabbit; koala; othermarsupial; monkey; otherprimate; hyaena; bat; other,0,-2,-2
domesticcat,-2,-1,-1
raccoon; hyaena,-1,0,-1
skunk,2,1,-2
deer,-2,-1,-1
weasel,1,0,2
otherdog,0,0,0
wolf,-1,0,-1
lizard,1,1,-1
otherdog; kangaroo,0,-1,1
otherbear,-2,0,1
dragon; other,-2,-1,2
tiger,0,1,1
other,0,1,-1
pandabear,-1,-1,-1
lion,0,-1,-1
otherfeline,0,0,-1
wolf,-2,-1,1
wolf; redfox,-1,-1,2
otherfeline,-2,-2,-1
lemur,-1,0,-1
domesticcat,-1,0,0
redfox,1,-1,-2
dragon; other,0,0,0
othercanine; raptor; other,1,1,-1
jackal,-1,1,-2
hyaena,0,0,0
raccoon,-1,0,1
tiger,1,-1,2
tiger,-1,0,0
wolf,0,0,0
other,-2,0,-1
lion; otherfeline,-2,-1,0
otherfeline; other,-2,-1,0
snowleopard,0,-1,0
lion,2,1,1
riverotter,1,1,1
husky,1,1,1
germanshepherd; husky,-1,1,-2
snowleopard; riverotter,-1,0,-1
otherfox,-2,-1,-2
domesticcat,-2,-2,0
redpanda,0,-1,-1
weasel,0,0,0
wolf,0,0,0
wolf,-1,,-1
other,-1,-1,-1
othercanine; other,1,0,-1
germanshepherd; husky,0,1,0
wolf,-2,-1,0
otherdog,-1,-1,-1
other,2,1,0
husky,-1,0,0
redfox; rabbit,-1,-2,1
arcticfox; tiger; other,-2,-1,0
raptor,2,2,2
collie; otherdog,1,0,-1
lion,-1,-1,-1
wolf; redfox,-2,0,0
otherfeline,0,0,0
coyote,1,1,-2
lion,-1,1,2
dragon,-1,0,-1
husky,-1,0,1
polarbear,0,0,0
deer,0,0,0
horse,1,1,-1
mouse; other; other,0,-1,-1
,-2,-1,1
mouse,0,0,-1
rabbit,-2,-1,1
greyfox; arcticfox,0,-1,1
wolf; otherdog,0,0,0
othermusteloid,-1,-1,0
otherfox,0,1,-1
redfox,-1,1,2
wolf,-2,-1,0
tiger,-1,-1,0
redfox,0,-1,-1
dragon,-1,-1,0
redfox,-1,0,0
other,0,-1,0
otherfeline,0,-1,1
other,-1,0,0
redfox,0,0,-1
kangaroo,-1,-1,-1
